tot_emp;h_mean;a_mean;sector
19760.0;4577.0;95200.0;Cross-industry
16920.0;3746.0;77920.0;Cross-industry
59710.0;4829.0;100440.0;Cross-industry
35250.0;3577.0;74410.0;Cross-industry
25590.0;3573.0;74310.0;Cross-industry
9650.0;3590.0;74670.0;Cross-industry
167760.0;5357.0;111430.0;Cross-industry
11460.0;4527.0;94160.0;Cross-industry
156300.0;5418.0;112690.0;Cross-industry
7320.0;4901.0;101940.0;Cross-industry
7320.0;4901.0;101940.0;Cross-industry
259000.0;5003.0;104070.0;Cross-industry
22900.0;7877.0;163850.0;Cross-industry
1560.0;6463.0;134430.0;Cross-industry
21340.0;7981.0;166000.0;Cross-industry
8780.0;4999.0;103980.0;Cross-industry
8780.0;4999.0;103980.0;Cross-industry
91580.0;4680.0;97350.0;Cross-industry
83250.0;4613.0;95940.0;Cross-industry
8330.0;5356.0;111410.0;Cross-industry
113160.0;4502.0;93630.0;Cross-industry
84930.0;4262.0;88640.0;Cross-industry
22510.0;5352.0;111310.0;Cross-industry
5720.0;4718.0;98130.0;Cross-industry
22580.0;5917.0;123070.0;Cross-industry
22580.0;5917.0;123070.0;Cross-industry
279960.0;4870.0;101290.0;Cross-industry
15880.0;6294.0;130910.0;Cross-industry
15880.0;6294.0;130910.0;Cross-industry
7720.0;3532.0;73470.0;Cross-industry
7720.0;3532.0;73470.0;Cross-industry
154860.0;4909.0;102100.0;Cross-industry
1050.0;6462.0;134400.0;Cross-industry
72190.0;5137.0;106850.0;Cross-industry
63830.0;4501.0;93610.0;Cross-industry
17790.0;5353.0;111340.0;Cross-industry
2950.0;5369.0;111670.0;Cross-industry
2950.0;5369.0;111670.0;Cross-industry
43040.0;4314.0;89730.0;Cross-industry
43040.0;4314.0;89730.0;Cross-industry
55510.0;4944.0;102840.0;Cross-industry
8070.0;3417.0;71070.0;Cross-industry
1380.0;4719.0;98160.0;Cross-industry
3140.0;3773.0;78470.0;Cross-industry
5950.0;6615.0;137600.0;Cross-industry
36970.0;5117.0;106440.0;Cross-industry
373260.0;2942.0;61200.0;Cross-industry
28550.0;2501.0;52030.0;Cross-industry
14340.0;2388.0;49680.0;Cross-industry
14200.0;2615.0;54400.0;Cross-industry
76190.0;2789.0;58020.0;Cross-industry
76190.0;2789.0;58020.0;Cross-industry
55640.0;2947.0;61300.0;Cross-industry
55640.0;2947.0;61300.0;Cross-industry
52030.0;2763.0;57470.0;Cross-industry
39390.0;2729.0;56770.0;Cross-industry
9710.0;2799.0;58220.0;Cross-industry
2940.0;3097.0;64410.0;Cross-industry
5990.0;4843.0;100730.0;Cross-industry
5990.0;4843.0;100730.0;Cross-industry
32940.0;3056.0;63560.0;Cross-industry
32940.0;3056.0;63560.0;Cross-industry
31080.0;2724.0;56660.0;Cross-industry
31080.0;2724.0;56660.0;Cross-industry
90840.0;3217.0;66910.0;Cross-industry
19450.0;3618.0;75260.0;Cross-industry
71400.0;3108.0;64640.0;Cross-industry
159880.0;4027.0;83770.0;Cross-industry
159880.0;4027.0;83770.0;Cross-industry
128430.0;4263.0;88660.0;Cross-industry
31450.0;3067.0;63800.0;Cross-industry
2569630.0;3031.0;63030.0;Cross-industry
2477920.0;3028.0;62980.0;Cross-industry
970870.0;3191.0;66370.0;Cross-industry
342350.0;3438.0;71520.0;Cross-industry
65870.0;3496.0;72720.0;Cross-industry
88930.0;2464.0;51260.0;Cross-industry
440380.0;3130.0;65100.0;Cross-industry
33340.0;2792.0;58070.0;Cross-industry
759740.0;3223.0;67050.0;Cross-industry
382960.0;3025.0;62920.0;Cross-industry
185940.0;3463.0;72030.0;Cross-industry
125910.0;3283.0;68290.0;Cross-industry
64940.0;3591.0;74680.0;Cross-industry
747300.0;2618.0;54460.0;Cross-industry
65150.0;3447.0;71700.0;Cross-industry
86820.0;3439.0;71530.0;Cross-industry
424220.0;2264.0;47090.0;Cross-industry
60730.0;2691.0;55970.0;Cross-industry
110390.0;2806.0;58360.0;Cross-industry
91710.0;3094.0;64360.0;Cross-industry
58080.0;3229.0;67160.0;Cross-industry
58080.0;3229.0;67160.0;Cross-industry
21460.0;3127.0;65040.0;Cross-industry
21460.0;3127.0;65040.0;Cross-industry
12170.0;2396.0;49830.0;Cross-industry
12170.0;2396.0;49830.0;Cross-industry
1273410.0;6619.0;137680.0;Cross-industry
810640.0;8537.0;177570.0;Cross-industry
760970.0;8692.0;180790.0;Cross-industry
747750.0;8786.0;182760.0;Cross-industry
13220.0;3358.0;69850.0;Cross-industry
49670.0;6163.0;128190.0;Cross-industry
16230.0;5895.0;122620.0;Cross-industry
7860.0;4383.0;91170.0;Cross-industry
25580.0;6880.0;143110.0;Cross-industry
462770.0;3260.0;67810.0;Cross-industry
367220.0;3198.0;66510.0;Cross-industry
367220.0;3198.0;66510.0;Cross-industry
95550.0;3500.0;72800.0;Cross-industry
48170.0;2865.0;59600.0;Cross-industry
47380.0;4145.0;86220.0;Cross-industry
8947710.0;3169.0;65900.0;Cross-industry
1396300.0;;102410.0;Cross-industry
81780.0;;113840.0;Cross-industry
81780.0;;113840.0;Cross-industry
85060.0;;98400.0;Cross-industry
36240.0;;105830.0;Cross-industry
48820.0;;92880.0;Cross-industry
49030.0;;117670.0;Cross-industry
9120.0;;110360.0;Cross-industry
39910.0;;119340.0;Cross-industry
63270.0;;100900.0;Cross-industry
8700.0;;97790.0;Cross-industry
53250.0;;101340.0;Cross-industry
1310.0;;103780.0;Cross-industry
52580.0;;105460.0;Cross-industry
11480.0;;112950.0;Cross-industry
20390.0;;103030.0;Cross-industry
7130.0;;100360.0;Cross-industry
13590.0;;105460.0;Cross-industry
121090.0;;100440.0;Cross-industry
5260.0;;102530.0;Cross-industry
11430.0;;97350.0;Cross-industry
12420.0;;133140.0;Cross-industry
3290.0;;99020.0;Cross-industry
17170.0;;105160.0;Cross-industry
41610.0;;93530.0;Cross-industry
12380.0;;97270.0;Cross-industry
17540.0;;92950.0;Cross-industry
303970.0;;125490.0;Cross-industry
229720.0;;137900.0;Cross-industry
74250.0;;87090.0;Cross-industry
63190.0;;78870.0;Cross-industry
59090.0;;78500.0;Cross-industry
4100.0;;84320.0;Cross-industry
49710.0;;109320.0;Cross-industry
13560.0;;84820.0;Cross-industry
22800.0;;139950.0;Cross-industry
13350.0;;81880.0;Cross-industry
248620.0;;94900.0;Cross-industry
97890.0;;102240.0;Cross-industry
29260.0;;90340.0;Cross-industry
59590.0;;90400.0;Cross-industry
21170.0;;87670.0;Cross-industry
19860.0;;93710.0;Cross-industry
20840.0;;88210.0;Cross-industry
278000.0;;83780.0;Cross-industry
2630.0;;84450.0;Cross-industry
12680.0;;87980.0;Cross-industry
111150.0;3303.0;68710.0;Cross-industry
151530.0;;94470.0;Cross-industry
4321590.0;;68130.0;Cross-industry
559490.0;2244.0;46680.0;Cross-industry
445080.0;1993.0;41450.0;Cross-industry
114410.0;;67020.0;Cross-industry
2027880.0;;69860.0;Cross-industry
1393310.0;;69790.0;Cross-industry
620370.0;;70040.0;Cross-industry
14200.0;;68690.0;Cross-industry
1176990.0;;73420.0;Cross-industry
1072540.0;;73700.0;Cross-industry
104450.0;;70550.0;Cross-industry
557240.0;;72230.0;Cross-industry
28200.0;;72610.0;Cross-industry
231570.0;;70150.0;Cross-industry
95330.0;;72310.0;Cross-industry
